molecular class	DOID	disease name	clinic classification
C2-2	DOID:2474	vernal conjunctivitis	Diseases_of_the_eye_and_adnexa
C2-2	DOID:11249	vitamin K deficiency bleeding	Endocrine,_nutritional_and_metabolic_diseases
C2-3	DOID:1670	Behcet's syndrome arthropathy	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:0060231	Bruck syndrome	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:3049	Churg-Strauss syndrome	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:7765	Coats disease	Diseases_of_the_eye_and_adnexa
C2-3	DOID:11042	Felty's syndrome	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:14555	Foster-Kennedy syndrome	Diseases_of_the_eye_and_adnexa
C2-3	DOID:13133	HELLP syndrome	Pregnancy,_childbirth_and_the_puerperium
C2-3	DOID:11123	Henoch-Schoenlein purpura	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-3	DOID:13080	Jaccoud's syndrome	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:14415	Legg-Calve-Perthes disease	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:14039	POEMS syndrome	Neoplasms
C2-3	DOID:12894	Sjogren's syndrome	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:2508	Takayasu's arteritis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:9164	achalasia	Diseases_of_the_digestive_system
C2-3	DOID:5392	acidophil adenoma	Neoplasms
C2-3	DOID:1584	acute chest syndrome	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-3	DOID:13862	acute closed-angle glaucoma	Diseases_of_the_eye_and_adnexa
C2-3	DOID:2776	adamantinoma	Neoplasms
C2-3	DOID:3846	adamantinous craniopharyngioma	Neoplasms
C2-3	DOID:14256	adult-onset Still's disease	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:2583	agammaglobulinemia	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-3	DOID:10871	age related macular degeneration	Diseases_of_the_eye_and_adnexa
C2-3	DOID:3042	allergic contact dermatitis	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:987	alopecia	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:986	alopecia areata	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:13401	angioid streaks	Diseases_of_the_eye_and_adnexa
C2-3	DOID:7147	ankylosing spondylitis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:227	ankylosis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:12010	anterior ischemic optic neuropathy	Diseases_of_the_eye_and_adnexa
C2-3	DOID:1407	anterior uveitis	Diseases_of_the_eye_and_adnexa
C2-3	DOID:11149	aqueous misdirection	Diseases_of_the_eye_and_adnexa
C2-3	DOID:848	arthritis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:381	arthropathy	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:6227	articular cartilage disease	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:0050152	aspiration pneumonia	Diseases_of_the_respiratory_system
C2-3	DOID:3240	aspiration pneumonitis	Diseases_of_the_respiratory_system
C2-3	DOID:3310	atopic dermatitis	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:2742	auditory system disease	Diseases_of_the_ear_and_mastoid_process
C2-3	DOID:718	autoimmune hemolytic anemia	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-3	DOID:2048	autoimmune hepatitis	Diseases_of_the_digestive_system
C2-3	DOID:8924	autoimmune thrombocytopenic purpura	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-3	DOID:13208	background diabetic retinopathy	Endocrine,_nutritional_and_metabolic_diseases
C2-3	DOID:4542	basophil adenoma	Neoplasms
C2-3	DOID:10322	berylliosis	Diseases_of_the_respiratory_system
C2-3	DOID:1247	blood coagulation disease	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-3	DOID:9283	borderline glaucoma	Diseases_of_the_eye_and_adnexa
C2-3	DOID:4724	brain edema	Diseases_of_the_nervous_system
C2-3	DOID:2942	bronchiolitis	Diseases_of_the_respiratory_system
C2-3	DOID:2799	bronchiolitis obliterans	Diseases_of_the_respiratory_system
C2-3	DOID:2965	bursitis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:2725	capillary hemangioma	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-3	DOID:12169	carpal tunnel syndrome	Diseases_of_the_nervous_system
C2-3	DOID:10608	celiac disease	Diseases_of_the_digestive_system
C2-3	DOID:4810	cerebrotendinous xanthomatosis	Endocrine,_nutritional_and_metabolic_diseases
C2-3	DOID:14203	childhood type dermatomyositis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:1156	chondrocalcinosis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:13357	chondromalacia patellae	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:277	chorioangioma	Neoplasms
C2-3	DOID:3828	chromophobe adenoma	Neoplasms
C2-3	DOID:4471	chromophobe renal cell carcinoma	Neoplasms
C2-3	DOID:14445	chronic closed-angle glaucoma	Diseases_of_the_eye_and_adnexa
C2-3	DOID:5213	chronic inflammatory demyelinating polyradiculoneuropathy	Diseases_of_the_nervous_system
C2-3	DOID:3083	chronic obstructive pulmonary disease	Diseases_of_the_respiratory_system
C2-3	DOID:4467	clear cell renal cell carcinoma	Neoplasms
C2-3	DOID:0060180	colitis	Diseases_of_the_digestive_system
C2-3	DOID:4464	collecting duct carcinoma	Neoplasms
C2-3	DOID:65	connective tissue disease	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:10124	corneal disease	Diseases_of_the_eye_and_adnexa
C2-3	DOID:8463	corneal ulcer	Diseases_of_the_eye_and_adnexa
C2-3	DOID:3840	craniopharyngioma	Neoplasms
C2-3	DOID:9395	croup	Diseases_of_the_respiratory_system
C2-3	DOID:4447	cystoid macular edema	Diseases_of_the_eye_and_adnexa
C2-3	DOID:14245	cystoid macular retinal degeneration	Diseases_of_the_eye_and_adnexa
C2-3	DOID:2007	degeneration of macula and posterior pole	Diseases_of_the_eye_and_adnexa
C2-3	DOID:11829	degenerative myopia	Diseases_of_the_eye_and_adnexa
C2-3	DOID:2723	dermatitis	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:10223	dermatomyositis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:9351	diabetes mellitus	Endocrine,_nutritional_and_metabolic_diseases
C2-3	DOID:9191	diabetic macular edema	Endocrine,_nutritional_and_metabolic_diseases
C2-3	DOID:8947	diabetic retinopathy	Endocrine,_nutritional_and_metabolic_diseases
C2-3	DOID:13174	dissociated nystagmus	Diseases_of_the_eye_and_adnexa
C2-3	DOID:2729	dyskeratosis congenita	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-3	DOID:13593	eclampsia	Pregnancy,_childbirth_and_the_puerperium
C2-3	DOID:2871	endometrial carcinoma	Neoplasms
C2-3	DOID:4226	endometrial stromal sarcoma	Neoplasms
C2-3	DOID:4692	endophthalmitis	Diseases_of_the_eye_and_adnexa
C2-3	DOID:998	eosinophilia-myalgia syndrome	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:5870	eosinophilic pneumonia	Diseases_of_the_respiratory_system
C2-3	DOID:1826	epilepsy	Diseases_of_the_nervous_system
C2-3	DOID:5264	epithelioid leiomyosarcoma	Neoplasms
C2-3	DOID:9370	exophthalmos	Diseases_of_the_eye_and_adnexa
C2-3	DOID:841	extrinsic allergic alveolitis	Diseases_of_the_respiratory_system
C2-3	DOID:13934	facial paralysis	Diseases_of_the_nervous_system
C2-3	DOID:2987	familial Mediterranean fever	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:9598	fasciitis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:1312	focal segmental glomerulosclerosis	Diseases_of_the_genitourinary_system
C2-3	DOID:6204	follicular adenoma	Neoplasms
C2-3	DOID:8757	gastric mucosal hypertrophy	Diseases_of_the_digestive_system
C2-3	DOID:2457	giant papillary conjunctivitis	Diseases_of_the_eye_and_adnexa
C2-3	DOID:1134	gingival recession	Diseases_of_the_digestive_system
C2-3	DOID:1686	glaucoma	Diseases_of_the_eye_and_adnexa
C2-3	DOID:2921	glomerulonephritis	Diseases_of_the_genitourinary_system
C2-3	DOID:10603	glucose intolerance	Symptoms,_signs_and_abnormal_clinical_and_laboratory_findings,_not_elsewhere_classified
C2-3	DOID:13189	gout	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:3777	granuloma annulare	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:12132	granulomatosis with polyangiitis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:4038	granulomatous gastritis	Diseases_of_the_digestive_system
C2-3	DOID:3158	hand dermatosis	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:583	hemolytic anemia	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-3	DOID:9746	hemorrhoid	Diseases_of_the_digestive_system
C2-3	DOID:2043	hepatitis B	Certain_infectious_and_parasitic_diseases
C2-3	DOID:474	histiocytoid hemangioma	Neoplasms
C2-3	DOID:999	hypereosinophilic syndrome	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-3	DOID:4195	hyperglycemia	Symptoms,_signs_and_abnormal_clinical_and_laboratory_findings,_not_elsewhere_classified
C2-3	DOID:9834	hyperopia	Diseases_of_the_eye_and_adnexa
C2-3	DOID:0111063	hyperphosphatemic familial tumoral calcinosis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:11148	hypersecretion glaucoma	Diseases_of_the_eye_and_adnexa
C2-3	DOID:9809	hypersensitivity vasculitis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:1920	hyperuricemia	Endocrine,_nutritional_and_metabolic_diseases
C2-3	DOID:10892	hypospadias	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-3	DOID:2797	idiopathic interstitial pneumonia	Diseases_of_the_respiratory_system
C2-3	DOID:0050156	idiopathic pulmonary fibrosis	Diseases_of_the_respiratory_system
C2-3	DOID:0050589	inflammatory bowel disease	Diseases_of_the_digestive_system
C2-3	DOID:12732	intermediate uveitis	Diseases_of_the_eye_and_adnexa
C2-3	DOID:13549	interval angle-closure glaucoma	Diseases_of_the_eye_and_adnexa
C2-3	DOID:468	intramuscular hemangioma	Neoplasms
C2-3	DOID:0040092	juvenile ankylosing spondylitis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:676	juvenile rheumatoid arthritis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:12895	keratoconjunctivitis sicca	Diseases_of_the_eye_and_adnexa
C2-3	DOID:1400	lacrimal apparatus disease	Diseases_of_the_eye_and_adnexa
C2-3	DOID:3437	laryngitis	Diseases_of_the_respiratory_system
C2-3	DOID:127	leiomyoma	Neoplasms
C2-3	DOID:1967	leiomyosarcoma	Neoplasms
C2-3	DOID:9201	lichen planus	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:10966	lipoid nephrosis	Diseases_of_the_genitourinary_system
C2-3	DOID:13544	low tension glaucoma	Diseases_of_the_eye_and_adnexa
C2-3	DOID:4448	macular degeneration	Diseases_of_the_eye_and_adnexa
C2-3	DOID:4449	macular retinal edema	Diseases_of_the_eye_and_adnexa
C2-3	DOID:0050452	mevalonic aciduria	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:5403	microcystic adenoma	Neoplasms
C2-3	DOID:6364	migraine	Diseases_of_the_nervous_system
C2-3	DOID:11502	mitral valve insufficiency	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-3	DOID:683	motor neuritis	Diseases_of_the_nervous_system
C2-3	DOID:2377	multiple sclerosis	Diseases_of_the_nervous_system
C2-3	DOID:820	myocarditis	Diseases_of_the_circulatory_system
C2-3	DOID:4386	myofibroma	Neoplasms
C2-3	DOID:633	myositis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:5268	myxoid leiomyosarcoma	Neoplasms
C2-3	DOID:5363	myxoid liposarcoma	Neoplasms
C2-3	DOID:1687	neovascular glaucoma	Diseases_of_the_eye_and_adnexa
C2-3	DOID:9719	neovascular inflammatory vitreoretinopathy	Diseases_of_the_eye_and_adnexa
C2-3	DOID:2527	nephrosis	Diseases_of_the_genitourinary_system
C2-3	DOID:863	nervous system disease	Diseases_of_the_nervous_system
C2-3	DOID:1803	neuritis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:3309	neurodermatitis	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:14286	neurogenic arthropathy	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:12716	newborn respiratory distress syndrome	Certain_conditions_originating_in_the_perinatal_period
C2-3	DOID:2481	obsolete infantile epileptic encephalopathy	Diseases_of_the_nervous_system
C2-3	DOID:4404	occupational dermatitis	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:12215	oligohydramnios	Pregnancy,_childbirth_and_the_puerperium
C2-3	DOID:8398	osteoarthritis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:1166	palindromic rheumatism	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:1526	panniculitis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:12030	panuveitis	Diseases_of_the_eye_and_adnexa
C2-3	DOID:3172	papillary adenoma	Neoplasms
C2-3	DOID:3847	papillary craniopharyngioma	Neoplasms
C2-3	DOID:4465	papillary renal cell carcinoma	Neoplasms
C2-3	DOID:12731	pars planitis	Diseases_of_the_eye_and_adnexa
C2-3	DOID:13832	patent ductus arteriosus	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-3	DOID:9182	pemphigus	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:4407	phototoxic dermatitis	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:2702	pigmented villonodular synovitis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:53	pituitary gland disease	Endocrine,_nutritional_and_metabolic_diseases
C2-3	DOID:780	placenta disease	Pregnancy,_childbirth_and_the_puerperium
C2-3	DOID:11060	placenta praevia	Pregnancy,_childbirth_and_the_puerperium
C2-3	DOID:9810	polyarteritis nodosa	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:853	polymyalgia rheumatica	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:12574	posterior uveitis	Diseases_of_the_eye_and_adnexa
C2-3	DOID:1405	primary angle-closure glaucoma	Diseases_of_the_eye_and_adnexa
C2-3	DOID:1070	primary open angle glaucoma	Diseases_of_the_eye_and_adnexa
C2-3	DOID:5394	prolactinoma	Neoplasms
C2-3	DOID:576	proteinuria	Symptoms,_signs_and_abnormal_clinical_and_laboratory_findings,_not_elsewhere_classified
C2-3	DOID:8893	psoriasis	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:9008	psoriatic arthritis	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:0002116	pterygium	Diseases_of_the_eye_and_adnexa
C2-3	DOID:3770	pulmonary fibrosis	Diseases_of_the_respiratory_system
C2-3	DOID:6432	pulmonary hypertension	Diseases_of_the_circulatory_system
C2-3	DOID:6420	pulmonary valve stenosis	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-3	DOID:3326	purpura	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-3	DOID:4398	pustulosis of palm and sole	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:4306	radiculopathy	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:6196	reactive arthritis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:1404	residual stage angle-closure glaucoma	Diseases_of_the_eye_and_adnexa
C2-3	DOID:1066	residual stage of open angle glaucoma	Diseases_of_the_eye_and_adnexa
C2-3	DOID:5327	retinal detachment	Diseases_of_the_eye_and_adnexa
C2-3	DOID:5679	retinal disease	Diseases_of_the_eye_and_adnexa
C2-3	DOID:1727	retinal vein occlusion	Diseases_of_the_eye_and_adnexa
C2-3	DOID:8465	retinoschisis	Diseases_of_the_eye_and_adnexa
C2-3	DOID:8481	rheumatic myocarditis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:7148	rheumatoid arthritis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:849	rheumatoid arthritis interstitial lung disease	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:4483	rhinitis	Diseases_of_the_respiratory_system
C2-3	DOID:8881	rosacea	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:11335	sarcoidosis	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-3	DOID:4473	sarcomatoid renal cell carcinoma	Neoplasms
C2-3	DOID:13452	scleritis	Diseases_of_the_eye_and_adnexa
C2-3	DOID:419	scleroderma	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:8741	seborrheic dermatitis	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:813	septic arthritis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:10923	sickle cell anemia	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-3	DOID:37	skin disease	Diseases_of_the_skin_and_subcutaneous_tissue
C2-3	DOID:13402	skin sarcoidosis	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-3	DOID:11257	social phobia	Mental_and_behavioural_disorders
C2-3	DOID:6725	spinal stenosis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:11771	spontaneous ocular nystagmus	Diseases_of_the_eye_and_adnexa
C2-3	DOID:9362	status asthmaticus	Diseases_of_the_respiratory_system
C2-3	DOID:2703	synovitis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:9074	systemic lupus erythematosus	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:418	systemic scleroderma	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:13375	temporal arteritis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:6419	tetralogy of Fallot	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-3	DOID:3284	thymic carcinoma	Neoplasms
C2-3	DOID:3275	thymoma	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-3	DOID:50	thyroid gland disease	Endocrine,_nutritional_and_metabolic_diseases
C2-3	DOID:3225	tracheal disease	Injury,_poisoning_and_certain_other_consequences_of_external_causes
C2-3	DOID:2092	transient arthritis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:12084	transient arthropathy	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:8577	ulcerative colitis	Diseases_of_the_digestive_system
C2-3	DOID:13223	uterine fibroid	Neoplasms
C2-3	DOID:484	vascular hemostatic disease	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-3	DOID:3426	vestibular disease	Diseases_of_the_ear_and_mastoid_process
C2-3	DOID:9898	villonodular synovitis	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-3	DOID:10533	viral pneumonia	Diseases_of_the_respiratory_system
C2-3	DOID:3345	xanthomatosis	Endocrine,_nutritional_and_metabolic_diseases
